IP:PORT, LOSS, DELAY
188.114.99.21:4177,0.00%,243 ms
188.114.96.207:943,0.00%,243 ms
188.114.96.156:3476,0.00%,243 ms
188.114.99.170:891,0.00%,243 ms
188.114.97.17:1387,0.00%,243 ms
162.159.192.156:934,0.00%,243 ms
188.114.97.103:890,0.00%,243 ms
162.159.195.86:4500,0.00%,243 ms
162.159.192.151:934,0.00%,243 ms
162.159.192.107:987,0.00%,243 ms
188.114.97.104:890,0.00%,243 ms
188.114.99.54:894,0.00%,243 ms
162.159.195.86:8886,0.00%,243 ms
188.114.96.98:968,0.00%,243 ms
188.114.96.147:3581,0.00%,243 ms
188.114.99.0:5279,0.00%,243 ms
188.114.98.126:987,0.00%,243 ms
188.114.98.200:8886,0.00%,243 ms
188.114.98.95:939,0.00%,243 ms
188.114.98.120:894,0.00%,243 ms
188.114.97.62:987,0.00%,243 ms
188.114.99.19:4177,0.00%,243 ms
162.159.192.218:1010,0.00%,243 ms
188.114.99.17:854,0.00%,243 ms
162.159.192.247:1701,0.00%,243 ms
188.114.96.34:4177,0.00%,243 ms
188.114.96.65:968,0.00%,243 ms
162.159.192.162:934,0.00%,243 ms
188.114.96.73:1387,0.00%,243 ms
188.114.98.176:891,0.00%,243 ms
188.114.97.104:968,0.00%,243 ms
188.114.99.171:4500,0.00%,243 ms
188.114.96.226:943,0.00%,243 ms
188.114.99.159:4500,0.00%,243 ms
162.159.192.140:1014,0.00%,243 ms
188.114.98.141:987,0.00%,243 ms
188.114.96.244:8319,0.00%,243 ms
188.114.99.36:894,0.00%,243 ms
188.114.97.105:968,0.00%,243 ms
162.159.192.134:1014,0.00%,243 ms
188.114.97.149:1843,0.00%,243 ms
162.159.192.154:934,0.00%,243 ms
162.159.195.98:8886,0.00%,243 ms
188.114.99.10:4177,0.00%,243 ms
188.114.97.255:945,0.00%,243 ms
188.114.98.126:894,0.00%,243 ms
188.114.96.229:943,0.00%,243 ms
188.114.98.16:4233,0.00%,243 ms
162.159.195.109:908,0.00%,243 ms
188.114.99.76:894,0.00%,243 ms
188.114.96.186:3476,0.00%,243 ms
188.114.99.239:8886,0.00%,243 ms
188.114.98.132:894,0.00%,243 ms
188.114.97.61:988,0.00%,243 ms
188.114.99.6:4177,0.00%,243 ms
188.114.96.118:943,0.00%,243 ms
188.114.97.126:890,0.00%,243 ms
188.114.99.171:891,0.00%,243 ms
188.114.98.176:1843,0.00%,243 ms
188.114.97.135:890,0.00%,243 ms
188.114.96.132:3581,0.00%,243 ms
162.159.192.64:988,0.00%,243 ms
188.114.98.220:8886,0.00%,243 ms
188.114.97.0:1010,0.00%,243 ms
188.114.98.245:880,0.00%,243 ms
188.114.96.131:3581,0.00%,243 ms
188.114.97.145:968,0.00%,243 ms
188.114.97.155:3138,0.00%,243 ms
188.114.99.154:891,0.00%,243 ms
188.114.98.131:894,0.00%,243 ms
188.114.96.98:1387,0.00%,243 ms
188.114.98.16:945,0.00%,243 ms
188.114.96.46:4177,0.00%,243 ms
188.114.98.84:955,0.00%,243 ms
188.114.99.60:894,0.00%,243 ms
162.159.192.217:1010,0.00%,243 ms
188.114.96.166:3476,0.00%,243 ms
188.114.99.13:854,0.00%,243 ms
162.159.195.99:8886,0.00%,243 ms
162.159.195.55:4177,0.00%,243 ms
188.114.97.127:968,0.00%,243 ms
188.114.98.134:987,0.00%,243 ms
188.114.99.2:854,0.00%,243 ms
188.114.99.173:891,0.00%,243 ms
188.114.96.132:4233,0.00%,243 ms
188.114.99.172:4500,0.00%,243 ms
162.159.192.63:942,0.00%,243 ms
188.114.96.255:1387,0.00%,243 ms
162.159.195.85:4500,0.00%,243 ms
188.114.96.178:3476,0.00%,243 ms
188.114.96.45:4177,0.00%,244 ms
188.114.97.10:1387,0.00%,244 ms
162.159.192.121:1014,0.00%,244 ms
188.114.99.6:854,0.00%,244 ms
188.114.99.158:4500,0.00%,244 ms
188.114.96.140:3581,0.00%,244 ms
188.114.96.197:3476,0.00%,244 ms
188.114.96.194:2408,0.00%,244 ms
162.159.192.157:942,0.00%,244 ms
162.159.192.180:934,0.00%,244 ms
188.114.97.252:890,0.00%,244 ms
188.114.97.111:968,0.00%,244 ms
188.114.97.48:987,0.00%,244 ms
188.114.97.254:4233,0.00%,244 ms
162.159.192.76:942,0.00%,244 ms
188.114.97.74:988,0.00%,244 ms
188.114.97.16:1010,0.00%,244 ms
188.114.97.40:1387,0.00%,244 ms
188.114.97.39:1387,0.00%,244 ms
188.114.97.39:1010,0.00%,244 ms
188.114.98.14:945,0.00%,244 ms
162.159.192.94:988,0.00%,244 ms
188.114.96.129:891,0.00%,244 ms
188.114.97.9:1387,0.00%,244 ms
162.159.195.105:908,0.00%,244 ms
188.114.98.244:880,0.00%,244 ms
188.114.96.130:891,0.00%,244 ms
188.114.97.154:3138,0.00%,244 ms
188.114.97.55:988,0.00%,244 ms
162.159.192.150:934,0.00%,244 ms
188.114.99.67:894,0.00%,244 ms
188.114.96.218:943,0.00%,244 ms
162.159.192.155:942,0.00%,244 ms
188.114.97.121:968,0.00%,244 ms
188.114.96.112:943,0.00%,244 ms
188.114.97.249:890,0.00%,244 ms
188.114.96.29:4233,0.00%,244 ms
188.114.97.116:890,0.00%,244 ms
188.114.96.161:2408,0.00%,244 ms
188.114.96.207:988,0.00%,244 ms
188.114.96.120:891,0.00%,244 ms
188.114.96.30:4177,0.00%,244 ms
162.159.192.170:942,0.00%,244 ms
162.159.192.151:942,0.00%,244 ms
188.114.98.209:8886,0.00%,244 ms
188.114.96.244:942,0.00%,244 ms
188.114.97.144:890,0.00%,244 ms
188.114.99.252:1701,0.00%,244 ms
162.159.192.238:1701,0.00%,244 ms
188.114.96.10:3476,0.00%,244 ms
188.114.99.25:4177,0.00%,244 ms
162.159.192.208:1010,0.00%,244 ms
162.159.192.208:7156,0.00%,244 ms
162.159.192.207:7156,0.00%,244 ms
188.114.96.96:968,0.00%,244 ms
162.159.192.216:7156,0.00%,244 ms
188.114.96.47:4233,0.00%,244 ms
188.114.98.239:878,0.00%,244 ms
188.114.98.13:4233,0.00%,244 ms
188.114.97.32:1387,0.00%,244 ms
162.159.192.74:942,0.00%,244 ms
188.114.96.30:4233,0.00%,244 ms
188.114.96.197:2408,0.00%,244 ms
188.114.99.67:500,0.00%,244 ms
188.114.98.233:8886,0.00%,244 ms
162.159.195.115:894,0.00%,244 ms
188.114.99.235:1701,0.00%,244 ms
162.159.192.153:934,0.00%,244 ms
188.114.97.49:988,0.00%,244 ms
188.114.99.10:854,0.00%,244 ms
162.159.192.78:988,0.00%,244 ms
188.114.96.178:2408,0.00%,244 ms
162.159.192.207:1010,0.00%,244 ms
188.114.98.234:8886,0.00%,244 ms
188.114.97.16:1387,0.00%,244 ms
188.114.97.15:1387,0.00%,244 ms
188.114.97.12:1387,0.00%,244 ms
188.114.97.44:1387,0.00%,244 ms
188.114.98.12:945,0.00%,244 ms
188.114.97.34:1010,0.00%,244 ms
188.114.97.8:1387,0.00%,244 ms
188.114.97.110:890,0.00%,244 ms
188.114.99.60:500,0.00%,244 ms
188.114.96.29:4177,0.00%,244 ms
188.114.97.130:968,0.00%,244 ms
162.159.195.180:942,0.00%,244 ms
188.114.99.235:8886,0.00%,244 ms
188.114.96.251:942,0.00%,244 ms
162.159.192.155:934,0.00%,244 ms
162.159.192.79:942,0.00%,244 ms
188.114.96.91:1387,0.00%,244 ms
188.114.97.144:968,0.00%,244 ms
188.114.98.234:864,0.00%,244 ms
188.114.99.141:891,0.00%,244 ms
188.114.96.146:4233,0.00%,244 ms
188.114.96.176:3476,0.00%,244 ms
188.114.98.175:891,0.00%,244 ms
188.114.97.5:1387,0.00%,244 ms
188.114.96.47:4177,0.00%,244 ms
188.114.96.173:2408,0.00%,244 ms
188.114.98.12:4233,0.00%,244 ms
188.114.98.226:864,0.00%,244 ms
162.159.195.105:894,0.00%,244 ms
188.114.96.160:3476,0.00%,244 ms
188.114.99.192:939,0.00%,244 ms
188.114.99.157:4500,0.00%,244 ms
188.114.99.173:4500,0.00%,244 ms
188.114.98.149:8319,0.00%,244 ms
188.114.99.12:4177,0.00%,244 ms
188.114.99.26:854,0.00%,244 ms
188.114.99.181:1074,0.00%,244 ms
162.159.195.48:4177,0.00%,244 ms
188.114.96.181:3476,0.00%,244 ms
188.114.97.115:890,0.00%,244 ms
188.114.98.111:1387,0.00%,244 ms
188.114.96.199:3476,0.00%,244 ms
188.114.96.163:3476,0.00%,244 ms
188.114.99.180:1074,0.00%,244 ms
188.114.96.198:3476,0.00%,244 ms
188.114.96.108:891,0.00%,244 ms
162.159.195.78:943,0.00%,244 ms
162.159.192.102:500,0.00%,244 ms
188.114.97.247:4177,0.00%,244 ms
188.114.99.9:4177,0.00%,244 ms
188.114.98.107:1387,0.00%,244 ms
188.114.96.172:3476,0.00%,244 ms
188.114.98.161:891,0.00%,244 ms
162.159.195.110:894,0.00%,244 ms
188.114.98.34:4233,0.00%,244 ms
188.114.98.223:8886,0.00%,244 ms
188.114.98.239:3854,0.00%,244 ms
188.114.99.177:4500,0.00%,244 ms
188.114.98.229:8886,0.00%,244 ms
188.114.98.228:864,0.00%,244 ms
188.114.98.102:1387,0.00%,244 ms
188.114.98.174:1843,0.00%,244 ms
162.159.195.97:8886,0.00%,244 ms
188.114.98.56:8742,0.00%,244 ms
188.114.98.204:864,0.00%,244 ms
188.114.98.58:8742,0.00%,244 ms
188.114.96.28:4233,0.00%,244 ms
162.159.195.48:943,0.00%,244 ms
188.114.98.103:939,0.00%,244 ms
188.114.98.87:1387,0.00%,244 ms
162.159.192.215:7156,0.00%,244 ms
162.159.192.216:1010,0.00%,244 ms
188.114.98.174:891,0.00%,244 ms
188.114.99.140:4500,0.00%,244 ms
162.159.192.160:934,0.00%,244 ms
188.114.97.248:890,0.00%,244 ms
188.114.98.82:955,0.00%,244 ms
188.114.96.72:1387,0.00%,244 ms
188.114.98.123:894,0.00%,244 ms
188.114.96.157:3476,0.00%,244 ms
188.114.98.249:880,0.00%,244 ms
188.114.99.42:894,0.00%,244 ms
188.114.96.200:3476,0.00%,244 ms
188.114.99.223:7103,0.00%,244 ms
188.114.98.160:1843,0.00%,244 ms
162.159.192.209:1010,0.00%,244 ms
188.114.98.91:939,0.00%,244 ms
188.114.96.96:1387,0.00%,244 ms
188.114.98.238:878,0.00%,244 ms
188.114.98.119:894,0.00%,244 ms
188.114.97.45:1010,0.00%,244 ms
188.114.98.218:864,0.00%,244 ms
188.114.96.200:2408,0.00%,244 ms
162.159.195.181:955,0.00%,244 ms
162.159.192.102:987,0.00%,244 ms
162.159.192.101:987,0.00%,244 ms
162.159.192.79:988,0.00%,244 ms
188.114.98.236:3854,0.00%,244 ms
188.114.98.132:987,0.00%,244 ms
188.114.98.42:8742,0.00%,244 ms
162.159.195.49:943,0.00%,244 ms
188.114.98.144:2506,0.00%,244 ms
188.114.98.87:939,0.00%,244 ms
188.114.97.21:1387,0.00%,244 ms
188.114.96.95:968,0.00%,244 ms
188.114.96.174:3476,0.00%,244 ms
188.114.98.28:4233,0.00%,244 ms
188.114.98.28:945,0.00%,244 ms
188.114.97.7:1010,0.00%,244 ms
188.114.98.233:864,0.00%,244 ms
188.114.97.100:988,0.00%,244 ms
188.114.99.184:5956,0.00%,244 ms
188.114.96.225:988,0.00%,244 ms
188.114.98.40:4233,0.00%,244 ms
162.159.195.198:1701,0.00%,244 ms
188.114.96.78:968,0.00%,244 ms
188.114.99.176:891,0.00%,244 ms
188.114.96.77:1387,0.00%,244 ms
188.114.97.248:1002,0.00%,244 ms
188.114.98.63:8742,0.00%,244 ms
162.159.195.50:943,0.00%,244 ms
162.159.195.88:4500,0.00%,244 ms
162.159.192.19:1018,0.00%,244 ms
188.114.96.182:3476,0.00%,244 ms
188.114.96.226:988,0.00%,244 ms
188.114.96.79:1387,0.00%,244 ms
188.114.96.79:968,0.00%,244 ms
188.114.96.77:968,0.00%,244 ms
188.114.96.78:1387,0.00%,244 ms
188.114.99.175:891,0.00%,244 ms
188.114.99.12:854,0.00%,244 ms
188.114.99.9:854,0.00%,244 ms
162.159.192.78:942,0.00%,244 ms
188.114.98.119:987,0.00%,244 ms
162.159.192.213:7156,0.00%,244 ms
162.159.195.179:942,0.00%,244 ms
188.114.98.135:987,0.00%,244 ms
188.114.97.100:4198,0.00%,244 ms
188.114.98.116:987,0.00%,244 ms
188.114.96.76:968,0.00%,244 ms
188.114.99.225:7103,0.00%,244 ms
188.114.99.221:7103,0.00%,244 ms
188.114.98.249:5279,0.00%,244 ms
162.159.192.77:988,0.00%,244 ms
188.114.96.28:4177,0.00%,244 ms
188.114.98.218:8886,0.00%,244 ms
162.159.192.3:3138,0.00%,244 ms
162.159.192.4:1018,0.00%,244 ms
162.159.192.214:7156,0.00%,244 ms
188.114.98.251:5279,0.00%,244 ms
162.159.192.213:1010,0.00%,244 ms
188.114.98.110:1387,0.00%,244 ms
188.114.98.109:1387,0.00%,244 ms
162.159.192.105:500,0.00%,244 ms
162.159.192.105:987,0.00%,244 ms
188.114.99.81:4233,0.00%,244 ms
188.114.97.21:1010,0.00%,244 ms
188.114.99.175:4500,0.00%,244 ms
188.114.98.217:864,0.00%,244 ms
188.114.97.1:1010,0.00%,244 ms
188.114.96.44:4177,0.00%,244 ms
162.159.192.42:1018,0.00%,244 ms
188.114.98.5:4233,0.00%,244 ms
162.159.192.214:1010,0.00%,244 ms
162.159.195.72:4177,0.00%,244 ms
162.159.195.80:8886,0.00%,244 ms
188.114.99.145:891,0.00%,244 ms
162.159.195.79:4500,0.00%,244 ms
162.159.195.51:4177,0.00%,244 ms
162.159.195.51:943,0.00%,244 ms
188.114.98.10:945,0.00%,244 ms
162.159.192.167:942,0.00%,244 ms
162.159.195.197:1701,0.00%,244 ms
188.114.98.26:4233,0.00%,244 ms
188.114.98.62:987,0.00%,244 ms
162.159.192.32:3138,0.00%,244 ms
188.114.98.25:945,0.00%,244 ms
162.159.192.215:1010,0.00%,244 ms
188.114.98.117:894,0.00%,244 ms
188.114.99.161:891,0.00%,244 ms
188.114.96.80:1387,0.00%,244 ms
188.114.98.137:987,0.00%,244 ms
188.114.98.128:987,0.00%,244 ms
188.114.99.220:7103,0.00%,244 ms
162.159.192.167:934,0.00%,244 ms
162.159.195.180:955,0.00%,244 ms
162.159.192.212:7156,0.00%,244 ms
188.114.97.132:890,0.00%,244 ms
188.114.99.36:500,0.00%,244 ms
162.159.195.113:894,0.00%,244 ms
188.114.98.122:894,0.00%,244 ms
162.159.195.79:8886,0.00%,244 ms
162.159.192.150:942,0.00%,244 ms
188.114.96.94:968,0.00%,244 ms
162.159.192.9:3138,0.00%,244 ms
162.159.192.26:3138,0.00%,244 ms
162.159.192.36:3138,0.00%,244 ms
188.114.98.202:864,0.00%,244 ms
188.114.98.26:945,0.00%,244 ms
188.114.98.228:8886,0.00%,244 ms
188.114.97.147:890,0.00%,244 ms
188.114.96.212:988,0.00%,244 ms
188.114.98.190:1843,0.00%,244 ms
162.159.195.113:908,0.00%,244 ms
188.114.98.248:880,0.00%,244 ms
188.114.98.143:2506,0.00%,244 ms
188.114.99.224:7103,0.00%,244 ms
162.159.192.26:1018,0.00%,244 ms
188.114.96.190:2408,0.00%,244 ms
162.159.195.87:8886,0.00%,244 ms
162.159.195.197:500,0.00%,244 ms
188.114.98.136:894,0.00%,244 ms
188.114.98.124:987,0.00%,244 ms
188.114.99.179:1074,0.00%,245 ms
188.114.98.73:8742,0.00%,245 ms
188.114.97.99:4198,0.00%,245 ms
188.114.99.225:2371,0.00%,245 ms
188.114.99.207:2371,0.00%,245 ms
162.159.195.199:1701,0.00%,245 ms
188.114.99.25:854,0.00%,245 ms
188.114.99.224:2371,0.00%,245 ms
162.159.192.7:3138,0.00%,245 ms
162.159.192.43:3138,0.00%,245 ms
188.114.97.126:968,0.00%,245 ms
188.114.96.171:2408,0.00%,245 ms
188.114.98.221:8886,0.00%,245 ms
188.114.98.136:987,0.00%,245 ms
188.114.97.4:1010,0.00%,245 ms
188.114.98.209:864,0.00%,245 ms
188.114.98.159:1843,0.00%,245 ms
162.159.192.104:500,0.00%,245 ms
162.159.192.104:987,0.00%,245 ms
188.114.98.7:4233,0.00%,245 ms
188.114.99.143:4500,0.00%,245 ms
162.159.195.198:500,0.00%,245 ms
162.159.192.40:3138,0.00%,245 ms
188.114.98.19:945,0.00%,245 ms
188.114.98.150:1387,0.00%,245 ms
188.114.96.70:968,0.00%,245 ms
188.114.96.190:3476,0.00%,245 ms
188.114.98.108:1387,0.00%,245 ms
162.159.195.63:4177,0.00%,245 ms
188.114.98.140:987,0.00%,245 ms
188.114.99.176:4500,0.00%,245 ms
188.114.99.241:1701,0.00%,245 ms
188.114.98.9:945,0.00%,245 ms
188.114.98.79:939,0.00%,245 ms
188.114.96.169:3476,0.00%,245 ms
188.114.98.177:1843,0.00%,245 ms
188.114.98.2:4233,0.00%,245 ms
188.114.98.220:864,0.00%,245 ms
188.114.98.32:4233,0.00%,245 ms
162.159.192.103:987,0.00%,245 ms
188.114.99.145:4500,0.00%,245 ms
188.114.98.118:894,0.00%,245 ms
188.114.98.101:1387,0.00%,245 ms
162.159.195.111:908,0.00%,245 ms
162.159.192.103:500,0.00%,245 ms
188.114.96.58:968,0.00%,245 ms
188.114.97.153:3138,0.00%,245 ms
188.114.97.103:968,0.00%,245 ms
162.159.195.112:894,0.00%,245 ms
188.114.96.237:8319,0.00%,245 ms
188.114.98.3:945,0.00%,245 ms
188.114.98.78:1010,0.00%,245 ms
188.114.96.76:1387,0.00%,245 ms
162.159.195.68:943,0.00%,245 ms
162.159.195.59:943,0.00%,245 ms
188.114.97.122:968,0.00%,245 ms
188.114.96.107:891,0.00%,245 ms
188.114.99.230:7103,0.00%,245 ms
188.114.98.17:945,0.00%,245 ms
188.114.98.25:4233,0.00%,245 ms
162.159.195.72:943,0.00%,245 ms
188.114.96.206:988,0.00%,245 ms
188.114.96.218:988,0.00%,245 ms
188.114.99.206:2371,0.00%,245 ms
188.114.98.168:891,0.00%,245 ms
188.114.99.222:7103,0.00%,245 ms
188.114.96.251:8319,0.00%,245 ms
188.114.98.130:987,0.00%,245 ms
188.114.98.90:939,0.00%,245 ms
188.114.96.116:891,0.00%,245 ms
188.114.98.89:1387,0.00%,245 ms
188.114.99.31:4177,0.00%,245 ms
188.114.98.23:4233,0.00%,245 ms
188.114.99.205:2371,0.00%,245 ms
188.114.98.125:987,0.00%,245 ms
188.114.97.250:890,0.00%,245 ms
162.159.195.64:943,0.00%,245 ms
188.114.96.90:968,0.00%,245 ms
162.159.195.74:4177,0.00%,245 ms
188.114.97.251:1002,0.00%,245 ms
162.159.192.8:1018,0.00%,245 ms
162.159.192.8:3138,0.00%,245 ms
188.114.98.7:945,0.00%,245 ms
188.114.96.152:3581,0.00%,245 ms
188.114.96.224:988,0.00%,245 ms
188.114.96.223:943,0.00%,245 ms
188.114.99.144:891,0.00%,245 ms
188.114.97.250:1002,0.00%,245 ms
162.159.195.93:8886,0.00%,245 ms
188.114.96.169:2408,0.00%,245 ms
188.114.99.8:4177,0.00%,245 ms
162.159.195.179:955,0.00%,245 ms
162.159.195.116:908,0.00%,245 ms
188.114.96.217:943,0.00%,245 ms
188.114.99.144:4500,0.00%,245 ms
188.114.99.59:500,0.00%,245 ms
162.159.195.178:955,0.00%,245 ms
188.114.96.237:942,0.00%,245 ms
162.159.192.22:3138,0.00%,245 ms
162.159.195.95:4500,0.00%,245 ms
162.159.192.200:1010,0.00%,245 ms
162.159.192.199:1010,0.00%,245 ms
188.114.98.36:4233,0.00%,245 ms
188.114.98.142:2506,0.00%,245 ms
188.114.96.115:891,0.00%,245 ms
162.159.195.96:8886,0.00%,245 ms
188.114.98.205:864,0.00%,245 ms
188.114.98.156:8319,0.00%,245 ms
188.114.99.190:939,0.00%,245 ms
188.114.98.89:939,0.00%,245 ms
188.114.99.189:3854,0.00%,245 ms
188.114.99.185:3854,0.00%,245 ms
162.159.192.198:1010,0.00%,245 ms
188.114.97.123:968,0.00%,245 ms
188.114.96.71:968,0.00%,245 ms
162.159.192.204:7156,0.00%,245 ms
188.114.99.206:7103,0.00%,245 ms
188.114.96.168:3476,0.00%,245 ms
162.159.195.36:4177,0.00%,245 ms
188.114.98.42:987,0.00%,245 ms
188.114.96.216:988,0.00%,245 ms
188.114.96.215:988,0.00%,245 ms
188.114.96.167:3476,0.00%,245 ms
162.159.195.41:4177,0.00%,245 ms
162.159.195.95:8886,0.00%,245 ms
188.114.99.185:939,0.00%,245 ms
188.114.96.236:942,0.00%,245 ms
188.114.98.186:891,0.00%,245 ms
162.159.195.80:4500,0.00%,245 ms
162.159.195.117:894,0.00%,245 ms
188.114.97.28:1010,0.00%,245 ms
162.159.192.197:942,0.00%,245 ms
188.114.96.187:3476,0.00%,245 ms
188.114.96.214:943,0.00%,245 ms
188.114.96.188:3476,0.00%,245 ms
188.114.98.24:4233,0.00%,245 ms
162.159.195.81:4500,0.00%,245 ms
188.114.98.47:987,0.00%,245 ms
188.114.98.54:987,0.00%,245 ms
188.114.96.217:988,0.00%,245 ms
188.114.99.152:4500,0.00%,245 ms
188.114.97.0:1387,0.00%,245 ms
188.114.98.190:891,0.00%,245 ms
188.114.96.114:943,0.00%,245 ms
188.114.99.75:894,0.00%,245 ms
188.114.96.241:8319,0.00%,245 ms
162.159.195.81:8886,0.00%,245 ms
162.159.192.6:1018,0.00%,246 ms
162.159.195.66:943,0.00%,246 ms
162.159.192.197:934,0.00%,246 ms
162.159.192.204:1010,0.00%,246 ms
188.114.98.193:8886,0.00%,246 ms
162.159.195.94:4500,0.00%,246 ms
188.114.96.241:942,0.00%,246 ms
188.114.96.240:8319,0.00%,246 ms
162.159.192.203:1010,0.00%,246 ms
188.114.98.192:864,0.00%,246 ms
188.114.99.137:891,0.00%,246 ms
188.114.98.71:987,0.00%,246 ms
188.114.98.116:894,0.00%,246 ms
162.159.192.201:7156,0.00%,246 ms
188.114.98.46:8742,0.00%,246 ms
188.114.98.123:987,0.00%,246 ms
188.114.98.180:891,0.00%,246 ms
162.159.195.92:4500,0.00%,246 ms
188.114.98.247:5279,0.00%,246 ms
162.159.192.148:1014,0.00%,246 ms
188.114.97.27:1387,0.00%,246 ms
188.114.96.114:891,0.00%,246 ms
188.114.99.151:891,0.00%,246 ms
188.114.98.4:4233,0.00%,246 ms
162.159.195.43:4177,0.00%,246 ms
188.114.97.26:1387,0.00%,246 ms
188.114.99.41:894,0.00%,246 ms
188.114.99.42:500,0.00%,246 ms
188.114.99.231:7103,0.00%,246 ms
188.114.99.58:894,0.00%,246 ms
188.114.97.249:1002,0.00%,246 ms
162.159.195.92:8886,0.00%,246 ms
162.159.195.38:4177,0.00%,246 ms
188.114.96.113:943,0.00%,246 ms
188.114.96.214:988,0.00%,246 ms
188.114.99.152:891,0.00%,246 ms
188.114.96.75:1387,0.00%,246 ms
162.159.195.91:4500,0.00%,246 ms
162.159.195.37:4177,0.00%,246 ms
162.159.195.37:943,0.00%,246 ms
162.159.192.148:891,0.00%,246 ms
188.114.99.41:500,0.00%,246 ms
188.114.99.40:894,0.00%,246 ms
188.114.99.138:4500,0.00%,246 ms
162.159.195.88:8886,0.00%,246 ms
162.159.195.90:8886,0.00%,246 ms
162.159.195.90:4500,0.00%,246 ms
162.159.195.89:4500,0.00%,246 ms
162.159.192.1:3138,0.00%,246 ms
188.114.99.150:4500,0.00%,246 ms
188.114.99.170:4500,0.00%,246 ms
162.159.195.121:894,0.00%,246 ms
188.114.98.173:1843,0.00%,246 ms
162.159.192.44:3138,0.00%,246 ms
188.114.98.156:1387,0.00%,246 ms
162.159.195.60:943,0.00%,246 ms
188.114.98.77:939,0.00%,246 ms
188.114.98.77:1010,0.00%,246 ms
162.159.192.4:3138,0.00%,246 ms
162.159.195.71:4177,0.00%,246 ms
188.114.96.151:4233,0.00%,246 ms
162.159.195.177:955,0.00%,246 ms
188.114.97.125:968,0.00%,246 ms
188.114.98.155:8319,0.00%,246 ms
162.159.192.38:1018,0.00%,246 ms
162.159.192.34:3138,0.00%,246 ms
162.159.195.70:943,0.00%,246 ms
188.114.96.136:4233,0.00%,246 ms
162.159.195.61:4177,0.00%,246 ms
188.114.98.180:1843,0.00%,246 ms
188.114.98.166:1843,0.00%,246 ms
188.114.98.166:891,0.00%,246 ms
188.114.98.191:864,0.00%,246 ms
188.114.98.169:1843,0.00%,246 ms
188.114.97.142:968,0.00%,246 ms
188.114.97.142:890,0.00%,246 ms
188.114.97.141:968,0.00%,246 ms
188.114.97.141:890,0.00%,246 ms
162.159.192.15:3138,0.00%,246 ms
162.159.192.27:3138,0.00%,246 ms
162.159.192.41:1018,0.00%,246 ms
188.114.98.90:1387,0.00%,246 ms
188.114.98.182:1843,0.00%,246 ms
162.159.192.17:1018,0.00%,246 ms
162.159.192.33:3138,0.00%,246 ms
188.114.98.168:1843,0.00%,246 ms
188.114.98.44:987,0.00%,246 ms
162.159.195.69:943,0.00%,246 ms
188.114.99.150:891,0.00%,246 ms
162.159.195.63:943,0.00%,246 ms
188.114.96.239:942,0.00%,246 ms
188.114.96.222:988,0.00%,246 ms
162.159.192.25:1018,0.00%,246 ms
188.114.98.158:1843,0.00%,246 ms
188.114.98.169:891,0.00%,246 ms
162.159.192.11:1018,0.00%,246 ms
188.114.99.168:4500,0.00%,246 ms
162.159.195.61:943,0.00%,246 ms
162.159.192.244:1701,0.00%,246 ms
162.159.192.244:1074,0.00%,246 ms
188.114.99.166:4500,0.00%,246 ms
162.159.195.176:942,0.00%,247 ms
188.114.98.154:8319,0.00%,247 ms
188.114.99.151:4500,0.00%,247 ms
188.114.97.102:890,0.00%,247 ms
188.114.99.163:4500,0.00%,247 ms
162.159.195.176:955,0.00%,247 ms
188.114.98.167:1843,0.00%,247 ms
188.114.99.163:891,0.00%,247 ms
188.114.99.167:4500,0.00%,247 ms
188.114.98.178:1843,0.00%,247 ms
162.159.195.128:1387,0.00%,247 ms
188.114.99.232:2371,0.00%,247 ms
162.159.192.49:3138,0.00%,247 ms
188.114.99.232:7103,0.00%,247 ms
188.114.98.153:1387,0.00%,247 ms
162.159.192.16:3138,0.00%,247 ms
188.114.96.221:988,0.00%,247 ms
188.114.97.123:890,0.00%,247 ms
188.114.98.151:8319,0.00%,247 ms
188.114.98.187:891,0.00%,247 ms
188.114.98.167:891,0.00%,247 ms
162.159.195.70:4177,0.00%,247 ms
162.159.195.62:4177,0.00%,247 ms
188.114.98.181:1843,0.00%,247 ms
162.159.192.33:1018,0.00%,247 ms
188.114.98.182:891,0.00%,247 ms
188.114.99.167:891,0.00%,247 ms
188.114.99.164:4500,0.00%,247 ms
188.114.98.163:1843,0.00%,247 ms
188.114.99.147:4500,0.00%,247 ms
188.114.98.186:1843,0.00%,247 ms
188.114.99.153:4500,0.00%,247 ms
162.159.195.127:1387,0.00%,247 ms
162.159.195.67:943,0.00%,247 ms
188.114.98.170:1843,0.00%,247 ms
188.114.98.165:1843,0.00%,247 ms
188.114.99.179:5956,0.00%,247 ms
188.114.97.47:1387,0.00%,247 ms
188.114.97.22:1387,0.00%,247 ms
162.159.195.145:8854,0.00%,247 ms
162.159.195.67:4177,0.00%,247 ms
162.159.195.147:8854,0.00%,247 ms
188.114.99.146:891,0.00%,247 ms
162.159.192.161:934,0.00%,247 ms
162.159.192.249:8854,0.00%,247 ms
188.114.96.31:4233,0.00%,247 ms
188.114.97.54:987,0.00%,247 ms
188.114.96.48:4233,0.00%,247 ms
162.159.192.107:500,0.00%,247 ms
188.114.98.150:8319,0.00%,247 ms
188.114.97.72:988,0.00%,247 ms
188.114.98.70:987,0.00%,247 ms
188.114.97.53:988,0.00%,247 ms
162.159.192.14:3138,0.00%,247 ms
188.114.96.22:4233,0.00%,247 ms
